,CP,f1,f2,f3,f4,f5,f6,f7,f8,F5,F6,yr2,yr3,yr4,yr5
12/1/1993,0.0079913,0.65473,-0.8985,0.68554,-0.1013,-0.035051,0.64465,-0.093913,-0.37523,-0.1884,0.7362,1.710210774,3.570923814,5.6824415,6.83891071
1/1/1994,0.37773,0.064078,-0.60845,0.019952,-0.27949,-0.47819,0.20726,-1.3958,0.36801,1.3375,1.9799,1.462198403,2.744921166,4.187467201,5.928614112
2/1/1994,1.1584,0.13637,-0.28027,-0.092113,-1.005,-0.63441,0.13432,-0.75044,-0.30585,1.0882,1.3864,0.460100057,0.679733338,1.403245322,1.860194498
3/1/1994,2.8109,1.0779,-0.41699,0.39633,-0.86941,-0.36625,0.65445,-0.6912,1.2527,0.8469,1.2914,0.001452016,-0.208243654,-0.504394462,-1.037934535
4/1/1994,3.0905,0.7271,-0.13207,0.61791,-0.41355,-1.1212,1.6207,-0.77772,0.81108,0.7778,0.9344,-0.720571624,-1.616403356,-2.288775379,-3.229235688
5/1/1994,2.5293,0.93613,-0.35485,-0.030392,-0.50575,-0.60519,1.0412,-1.204,-0.40387,-0.523,-0.1509,-0.562314029,-1.491830421,-2.289873347,-2.848572881
6/1/1994,2.0607,0.54455,-0.34223,-0.52602,-0.40672,0.13378,0.12311,-1.7602,0.3603,0.5036,0.8745,-0.961193126,-2.467821911,-3.679865817,-5.179647916
7/1/1994,1.7458,0.39098,-0.16124,-0.58747,0.05464,-0.78749,1.5175,-1.2312,0.47133,0.5652,0.7589,-0.606623142,-1.726850526,-2.834292466,-3.46946132
8/1/1994,1.6086,0.7195,-0.70078,0.33528,-0.31321,0.19577,-0.073508,-1.2613,-0.31461,-0.1841,0.5402,-1.153865254,-2.844109688,-4.464324846,-5.698095435
9/1/1994,2.0088,0.46757,-0.1875,0.54366,0.63941,-1.0303,1.2705,-0.88612,-0.25444,-0.2449,-0.0314,-1.551992846,-3.76539735,-5.572030385,-7.653132611
10/1/1994,2.2996,0.82391,-0.53522,0.61894,-0.59152,-0.55049,1.0604,-0.80715,0.14255,0.2222,0.779,-1.62409213,-4.028013756,-6.129017855,-8.359178665
11/1/1994,2.3828,0.97226,0.17626,-0.61339,-0.62801,-0.34,0.94606,-1.5949,0.041911,-0.266,-0.4264,-2.127199866,-4.551758327,-6.541696985,-8.3708135
12/1/1994,2.5489,0.92619,-0.45907,0.62066,-0.5404,-0.043558,0.88343,-1.3708,0.33214,0.1942,0.6756,-2.367052507,-5.253689358,-6.898838958,-8.388628479
1/1/1995,1.8244,0.42033,-0.20875,-0.33139,0.014302,0.21063,0.72676,-1.8933,-0.001582,0.2229,0.4589,-2.106920888,-4.46410364,-6.475140233,-7.982400209
2/1/1995,0.81728,-0.12475,-0.10525,-0.080945,0.41341,0.081953,0.70054,-1.5632,-0.77049,0.3733,0.5034,-1.138610561,-2.327645899,-3.094908744,-3.712622889
3/1/1995,1.1519,-0.29404,-0.25221,-0.39575,0.79504,0.37583,0.64003,-0.9578,0.97497,1.7271,2.0271,-0.492759463,-0.829295036,-1.021800155,-1.137227158
4/1/1995,1.0426,-0.58621,-0.022341,-0.96997,0.16092,0.15864,0.60761,-0.73027,-0.11737,1.6209,1.6774,0.138434763,0.408256984,0.822659392,1.009312759
5/1/1995,-0.47552,-0.6806,-0.63601,0.64939,0.31362,0.57493,-0.14939,-0.1661,-0.15117,1.9491,2.6218,0.857052153,2.102389831,3.296487573,4.487828055
6/1/1995,0.48135,-0.13071,-0.42237,-0.1848,0.41388,1.2972,-0.057641,-0.50206,-0.21645,0.7901,1.2467,1.183645501,2.330313379,4.106428527,5.557338594
7/1/1995,1.1556,-0.63676,0.12865,0.13837,0.20428,-0.6944,0.38092,-0.0069212,-0.99312,1.2038,1.0957,0.93049993,1.777261774,2.769152804,3.73428511
8/1/1995,0.43753,0.46564,-0.44184,0.84705,-1.4989,0.91127,-0.48408,0.37832,0.46976,1.5848,2.0436,1.076923416,2.117056363,3.254211721,4.390631069
9/1/1995,0.2723,0.03867,-0.34433,0.19787,0.063614,0.67869,-0.21339,-0.21238,0.14405,1.0462,1.4215,1.460038798,3.06341869,4.798031252,6.511441881
10/1/1995,-0.065559,-0.51728,0.032155,-0.65099,0.079485,-0.20676,0.055508,-0.43411,-0.26713,1.5002,1.4978,1.905749538,3.955857745,5.990043413,8.046530571
11/1/1995,-0.42805,-0.35172,-0.47589,0.79648,0.076578,0.28025,-0.53797,0.33983,0.14754,1.8123,2.3211,2.358909114,5.149144943,7.546032854,9.690888625
12/1/1995,-0.50733,-0.088044,-0.50181,-0.26662,-0.69466,0.86024,-0.3178,0.6389,-0.55974,1.0685,1.5934,2.783488559,5.728564623,8.11172096,10.05655764
1/1/1996,-0.67371,-1.1494,0.56183,-1.0035,-0.33622,-0.64581,-0.071129,0.13687,-0.28863,2.5606,2.0227,2.616846932,5.454135912,7.751259277,9.785016993
2/1/1996,0.30636,0.52472,-0.81491,1.3919,0.088211,1.2203,-0.58903,0.35989,0.028353,0.3473,1.1903,1.845022509,3.360223729,4.78154147,5.93302928
3/1/1996,0.94568,-0.31248,0.087796,-0.57564,-1.0545,-0.93226,0.75206,1.0508,-1.0944,1.186,1.109,1.573082741,2.742437847,3.769751797,4.456682957
4/1/1996,1.4974,0.31845,-0.49316,0.65882,-0.94629,-0.015602,-0.27392,0.080372,0.85405,1.7749,2.2953,1.187377294,1.78563525,2.344593474,2.502342016
5/1/1996,1.8981,0.36602,-0.46504,0.85135,-0.10845,0.040869,-0.42084,-0.39531,-0.029745,0.5754,1.0652,0.181080803,-0.376115791,-0.964288909,-1.763481604
6/1/1996,1.6934,0.66621,-0.60984,0.50213,-0.29409,-0.052178,1.2326,0.62821,-0.25135,-0.0347,0.5978,0.212868683,-0.161706235,-0.666140779,-1.43977127
7/1/1996,0.99833,-0.11933,-0.051994,-0.1954,0.081129,-0.45423,-0.34506,-1.0756,1.0373,1.9213,2.0113,0.131061913,0.095137716,-0.215839791,-0.934682989
8/1/1996,1.98,0.28714,-0.79194,-0.071038,0.14007,0.2808,0.17216,-0.24071,-0.13405,0.3183,1.1444,0.056570587,-0.474978836,-1.111241982,-2.063383184
9/1/1996,1.4421,0.36949,-0.19007,-0.2069,-0.96608,0.14148,0.25167,-0.23092,-0.44045,0.5492,0.7542,0.12221433,-0.170877994,-0.594748536,-1.460712775
10/1/1996,0.69163,-0.16599,-0.52081,-0.12957,0.39152,0.43714,-0.26592,-0.88105,-0.56074,0.6082,1.1613,0.103510384,0.09729392,-0.074711998,-0.765526634
11/1/1996,0.085438,0.37799,-0.77699,-0.22035,0.098311,0.94409,0.14098,-0.0049066,-0.24473,0.0783,0.888,-0.141110547,-0.250802636,-0.425905255,-0.893680468
12/1/1996,0.87454,0.14633,-0.054787,0.03699,-0.48649,0.070015,1.132,0.11447,0.051594,1.0747,1.1515,-0.380130441,-1.109230476,-1.845251225,-2.878634687
1/1/1997,0.60831,0.0051801,0.029714,0.55936,-0.29702,-0.63628,0.55459,-0.67851,-1.1121,0.4087,0.3899,-0.641619266,-1.501992082,-2.337525151,-3.284510297
2/1/1997,1.1527,0.78534,-0.87126,0.94495,-0.56477,1.0193,-0.25531,0.035085,-0.35103,-0.0567,0.835,-0.00729932,-0.670031656,-1.108873658,-1.81968633
3/1/1997,1.8643,0.37654,0.12442,0.60543,-0.046159,-0.37832,0.90885,-0.15048,0.4289,0.8304,0.7289,0.047438645,-0.522907039,-0.945866548,-1.754157156
4/1/1997,1.2007,0.29292,0.13356,0.26213,-0.43358,-0.45419,0.42523,-0.53599,0.60375,1.262,1.1515,0.535184663,0.46947398,0.54518587,0.273164134
5/1/1997,1.3313,0.1598,-0.62462,-0.42101,0.58262,0.32168,0.5456,-0.31247,-1.1821,-0.5868,0.0664,0.842667576,1.181890932,1.581996471,1.586408594
6/1/1997,1.2233,0.27937,-0.51817,-0.66112,0.0010256,0.78379,0.094803,0.0022871,-0.6786,-0.1153,0.4301,0.763949779,1.100520442,1.330617505,1.133007726
7/1/1997,-0.27135,0.32528,-0.66462,0.27826,0.26018,0.68407,-0.168,0.15884,-1.4097,-0.7307,-0.0456,0.856363703,1.780494684,2.686053337,3.427582499
8/1/1997,0.80182,0.49976,-0.051712,-0.33853,-0.98935,0.61846,0.78708,0.29368,0.53295,1.0732,1.1464,0.939891064,1.830057325,2.460099866,2.872689208
9/1/1997,0.33036,0.56439,-0.085465,0.13,0.0065583,0.59205,-0.57922,-0.76914,-0.13996,-0.0282,0.079,0.780599626,1.543498047,2.264077418,2.585970656
10/1/1997,0.8285,0.55973,-0.2388,0.088471,0.4201,0.70885,0.47515,-0.11433,-0.14121,-0.2642,0.0018,0.586618161,0.936558982,1.540421853,1.921343014
11/1/1997,0.901,0.7715,-0.11029,0.40073,0.50718,0.54914,0.64065,0.16316,0.10582,-0.3931,-0.2567,0.188404822,0.143721831,0.173571707,0.155217583
12/1/1997,0.059051,0.018625,0.18418,0.31955,0.19799,0.022694,0.42482,-0.10746,-0.036755,0.8873,0.7266,0.70443621,1.315745415,1.974195951,2.648748123
1/1/1998,0.057655,0.4197,-0.10298,0.096106,0.37467,0.88171,-0.11457,-0.22612,-0.18888,-0.0471,0.0814,1.009559581,1.997421759,2.992853159,3.972027413
2/1/1998,0.11855,0.21602,-0.31514,-0.14393,0.40322,-0.05828,-0.15697,0.2368,-1.3781,-0.6806,-0.3455,1.090255297,1.96442029,2.95860972,3.787889159
3/1/1998,0.48897,-0.025178,-0.033721,-0.086668,0.28777,-0.054682,0.010144,0.13471,-0.9397,0.1435,0.1981,1.435729233,2.661706558,3.917725416,5.053726562
4/1/1998,0.34058,0.49621,-0.25789,-0.53281,-0.31717,0.31563,-0.30688,-0.16967,-0.72113,-0.3019,-0.0249,1.242521386,2.222700131,3.309776753,4.255542019
5/1/1998,0.74319,0.14093,0.17312,-0.11153,-0.25404,0.1284,-0.050076,0.06295,-0.11145,0.7996,0.6467,1.09242584,2.07330523,3.203099426,4.019573414
6/1/1998,0.62347,-0.5926,0.26303,0.23367,0.73512,-0.60482,0.15465,0.30137,-0.50198,1.2278,0.9917,1.027710053,1.959995688,3.053560208,3.994504542
7/1/1998,-0.40832,-0.52481,0.10795,-0.74406,-0.025862,-0.73171,-0.89793,-0.22344,-1.1243,0.8965,0.8093,0.38401688,0.836183827,1.277765763,1.678998377
8/1/1998,-0.81426,1.1192,-0.45643,1.0583,-0.64902,1.7402,0.51851,1.7216,2.8883,2.0472,2.5453,1.018826999,2.745438661,4.076135884,5.338175137
9/1/1998,-2.2997,-0.49241,-0.094038,-0.22091,1.7224,-0.0080721,-0.16989,0.3753,1.7895,2.1851,2.3403,1.284885894,3.305229479,5.046212302,6.753859498
10/1/1998,-2.2743,0.11565,-0.44159,-1.446,0.10944,0.93913,-1.158,0.35564,1.4237,1.5735,2.0652,1.428728526,3.263896721,4.439947546,5.43418959
11/1/1998,-0.54273,-0.035602,-0.48712,0.60083,0.27351,-0.86386,-0.050169,1.0189,-2.9222,-1.2292,-0.7361,1.329088135,2.892465769,4.213139897,4.74345059
12/1/1998,0.24673,0.025344,-0.59119,-0.64919,0.46928,-0.38284,-0.67086,0.18527,-0.43542,0.2394,0.8663,1.299101754,2.425730433,3.387366369,4.113131949
1/1/1999,-0.093647,0.24384,-0.55114,-0.39121,-0.24862,-0.22208,-0.90913,-0.088909,-0.9563,-0.078,0.4953,0.900189592,1.63800058,2.554071206,2.988880094
2/1/1999,1.338,0.2992,-0.42474,1.3239,0.40242,-0.41898,0.28949,1.1061,-0.28516,0.2861,0.7355,0.744871104,0.963655881,1.221287016,1.064819753
3/1/1999,0.33265,0.088102,0.26377,-0.54459,-0.74389,-0.70334,-0.51913,-0.4514,-0.6533,0.673,0.4216,1.02032644,1.524072454,1.859501016,1.795228741
4/1/1999,0.13155,-0.010958,0.1316,-2.3037,-0.95685,0.25584,-0.43115,-0.18551,-0.63784,0.6558,0.5443,0.965623413,1.315976021,1.643538342,1.631541744
5/1/1999,0.97381,0.48538,-0.67931,2.177,0.71885,-0.79588,0.39668,0.60943,0.11915,0.2647,0.9734,0.627449208,0.512040488,0.347639497,-0.404005989
6/1/1999,-0.68443,-0.020978,0.025338,0.35462,-0.30608,-1.4506,0.07784,-0.044435,0.11197,1.362,1.3595,0.28368121,0.19069805,-0.110404589,-0.966430991
7/1/1999,-0.23761,0.35521,0.032392,-1.1622,-0.090509,0.015976,-0.50054,-0.59331,-0.61072,-0.2289,-0.2396,0.1250942,-0.155022485,-0.477436748,-1.382831346
8/1/1999,0.19446,0.5812,-0.28122,0.0016286,-0.21337,-0.28686,0.22832,0.17527,1.2219,1.0933,1.4095,-0.855139426,-1.618916803,-2.770939922,-4.425265428
9/1/1999,-0.24776,-0.12966,0.36756,-0.88216,0.2503,-0.83229,0.020797,-0.90361,0.12276,1.0152,0.6766,-1.39341768,-2.614963194,-4.29946882,-6.068763613
10/1/1999,-0.016578,0.84031,-0.30275,1.1854,0.47381,-0.11331,0.92966,0.29705,0.80067,0.2018,0.5354,-1.589400026,-2.902458766,-4.413129858,-5.960828522
11/1/1999,-0.55615,0.49476,-0.35626,-0.39492,0.52434,-0.033091,0.70383,0.25248,-1.4687,-1.3271,-0.9509,-1.454052828,-2.907637863,-4.031488857,-6.176958989
12/1/1999,-0.30039,0.82257,-0.19235,-0.32539,-0.49017,-0.054013,0.51893,0.29522,-0.89622,-0.8032,-0.5982,-1.291253157,-2.933961112,-4.472986434,-6.687298532
1/1/2000,-0.50416,0.56883,0.054131,0.67375,0.39212,-1.3171,-0.98197,-1.4072,-1.0116,-0.8253,-0.8663,-1.573288236,-3.739018337,-5.746615046,-8.024564848
2/1/2000,-0.11132,0.30351,0.44155,-0.40475,-0.74521,-0.42031,-0.76625,-1.6471,0.23518,1.0169,0.5915,-0.784550238,-2.070394707,-3.223982273,-4.759698101
3/1/2000,-0.63409,0.53843,-0.094334,-1.0786,-0.039428,0.36763,0.82287,0.78854,-0.15072,-0.1884,-0.0677,-1.091643311,-2.22077652,-3.075748614,-3.867406189
4/1/2000,-0.61149,0.44449,-0.48335,2.2358,1.9925,-0.19459,1.5173,0.51556,-0.10714,-0.5556,-0.0369,-1.154997337,-2.435279303,-3.345354439,-4.323010458
5/1/2000,0.57189,-0.18526,0.95537,0.34823,-1.6747,-0.84745,-0.6381,-1.1696,0.85272,2.9879,2.0403,-0.522548225,-1.579187874,-2.103584613,-2.808273176
6/1/2000,-1.0061,0.15889,0.054099,-2.3362,-0.32561,0.9579,-0.84076,0.042564,-0.18129,0.3521,0.3273,-0.662900506,-1.036136997,-1.237238039,-1.217400347
7/1/2000,-0.63231,-0.62375,0.20895,1.5101,1.3428,-0.7452,0.58968,0.23783,-0.34678,1.2824,1.1024,-0.540247484,-0.668068925,-0.674678588,-0.379635452
8/1/2000,-1.2472,-0.57021,0.025288,0.90842,0.84298,-0.46972,0.019862,0.35273,-0.0087685,1.6326,1.6397,-0.291347386,-0.269516582,0.187976037,0.552896377
9/1/2000,-1.6513,0.19104,0.26239,-2.2165,-1.9683,0.54758,-1.2413,0.029866,0.26745,1.5974,1.3517,-0.471160973,-0.182629111,0.240543956,0.742078888
10/1/2000,-1.5042,-0.57851,0.45365,1.4453,1.3603,-1.2573,0.43458,-0.079073,0.85349,2.1119,1.6951,-0.289079658,0.282819993,0.983432529,1.620533479
11/1/2000,-1.0799,-0.43794,0.55966,-0.16909,0.066438,-0.43196,-0.2668,-0.2073,0.24879,1.8628,1.3284,0.254181768,1.089286623,1.979590984,3.012149262
12/1/2000,-1.5021,-0.7751,-0.1536,-0.64939,0.58976,0.41932,-0.74461,0.63781,1.4198,2.906,3.1123,0.969192914,2.678067703,4.040753674,5.867711328
1/1/2001,-0.82085,-1.4649,0.26358,-2.2,0.16907,-0.29368,-1.0047,0.52403,0.60574,3.0757,2.8574,2.186233829,4.376231199,5.895636842,7.880205443
2/1/2001,-0.60417,-1.0135,-0.23684,1.4981,1.0008,-1.011,-0.41329,1.4238,1.2357,3.2553,3.5399,2.359812687,4.639591265,6.14772421,8.129478356
3/1/2001,-0.35977,-1.15,0.04754,0.71625,0.70011,-0.86657,-0.41314,0.96657,2.4241,4.3695,4.378,2.307420827,4.347342063,5.541848073,6.802932017
4/1/2001,1.123,-1.206,-0.018596,-1.4306,-0.99741,-0.76537,-0.75644,0.77208,1.1763,4.0512,4.1105,2.638643833,4.457993634,5.561894382,6.509831879
5/1/2001,2.0062,-1.036,-0.83539,-0.46456,-0.70431,-0.97675,-1.9522,0.17798,-1.1412,2.0705,2.934,3.131272379,4.892342862,5.95260423,6.530974335
6/1/2001,1.6508,-1.4304,-0.89385,0.59658,0.59978,-1.5093,-0.11858,1.3029,1.0094,3.6176,4.5669,2.279492139,3.747653649,4.453428553,4.711956727
7/1/2001,1.1073,-1.0565,-1.2073,1.8245,0.60504,-1.6765,-0.48593,0.97659,1.3241,3.6631,4.9267,2.582817382,4.765858028,5.668281968,6.301948013
8/1/2001,1.0589,-1.2129,-0.59312,-1.5054,-0.77906,-1.0242,-1.1859,0.35365,1.5948,4.2431,4.89,2.704837203,4.694929301,5.535256208,6.231565741
9/1/2001,0.82183,-1.4278,-0.16771,-3.8061,-0.00033338,-1.0237,5.9874,5.1631,3.4126,5.0035,5.2519,3.070199521,5.784644634,6.827612657,7.741555298
10/1/2001,0.68407,-1.2652,-2.0776,5.8894,0.3394,-1.1366,-11.742,-7.5185,-0.3758,3.4947,5.6063,3.479330619,6.521742182,7.976406233,8.869425894
11/1/2001,3.9646,-1.3269,-1.3449,-1.9481,-0.74613,-1.4355,2.4213,3.6864,0.29472,3.2694,4.6682,3.210957972,5.072999121,5.558426403,5.460373963
12/1/2001,5.0521,-0.88155,-1.5679,-0.18037,-0.91075,-1.4562,1.0183,2.1975,-0.013962,2.896,4.5078,2.604518834,3.699608081,3.320751376,2.592669118
1/1/2002,3.3704,-0.28015,-0.98919,-1.0605,-1.8526,-0.9263,-1.2199,-0.31815,1.6463,3.6033,4.6364,2.199983151,3.168865259,3.168023662,2.59805156
2/1/2002,2.6179,-0.19846,-1.1422,0.0033683,-0.36701,-1.6519,-0.54589,0.32462,1.0558,2.3607,3.5508,2.156292429,3.19120812,3.324057618,2.763208526
3/1/2002,3.7247,-0.27636,-0.94215,-0.98004,-1.5543,-1.7051,-0.28402,-0.23504,0.17235,2.3094,3.2838,1.532525223,1.701600334,1.022622385,0.031033955
4/1/2002,3.2814,-0.20258,-1.4156,-0.15729,-0.7492,-0.67225,-0.81781,0.19881,0.43917,2.0818,3.5408,2.267985478,3.453050133,3.69680646,3.457761566
5/1/2002,2.3868,-0.19897,-1.3002,1.0964,1.3653,-1.8027,0.71127,0.52359,1.5324,1.9421,3.3061,2.36848469,3.705363984,4.466910711,4.602091826
6/1/2002,2.6515,0.11515,-0.92484,-0.96961,-0.32472,-0.80898,0.11797,0.024952,2.4298,2.6807,3.6652,2.653212665,4.359152601,5.424591034,6.010939604
7/1/2002,0.90735,-0.28603,-0.67367,-0.67701,0.27531,-1.1963,-0.35317,-0.3258,3.4299,3.8444,4.5898,2.365742269,4.762414166,5.962144393,6.726769514
8/1/2002,-0.48833,-0.44053,-0.78941,-0.43283,-0.053296,-0.7369,-0.87699,-0.35663,0.58976,2.1492,2.9838,2.14174321,4.628377696,6.3208379,7.198654262
9/1/2002,-1.5355,-0.39058,-0.35431,-0.43246,0.42762,-1.4665,0.16134,0.060229,1.6144,2.5813,2.9882,1.698152755,4.398289737,6.443374765,8.181377581
10/1/2002,-1.1362,-0.50261,-0.41283,-0.37681,-0.33173,-1.502,-0.19939,0.68027,0.98897,2.7253,3.18,1.443515691,3.593536552,5.109702817,6.290064332
11/1/2002,1.0622,-0.44796,-1.5234,0.14656,0.58983,-0.8835,-0.18236,1.0094,-0.026844,1.4273,3.0025,2.121685369,4.425408513,5.770509139,6.332772839
12/1/2002,-1.1713,-0.66995,-0.61406,-0.46693,0.2517,-2.1066,-0.63982,-0.12617,0.81469,2.5075,3.1705,2.866741788,6.221783596,8.759216583,10.29058581
1/1/2003,-0.67799,0.42424,-0.90796,-1.6705,-0.78918,-0.70244,-0.97705,-0.086931,1.4194,1.5218,2.4772,2.730709486,5.768935907,8.096013949,9.60375774
2/1/2003,-1.7623,-0.50461,-0.17005,-1.5535,-0.69011,-0.97107,0.10672,-0.066007,2.0448,3.5298,3.7499,2.642959056,5.651954116,8.32041768,10.10385803
3/1/2003,-1.333,-0.61816,-0.95882,0.35734,0.71171,-1.1974,-1.147,-0.025199,-0.12458,1.5937,2.5975,3.536886655,7.333739302,10.31696316,12.55616382
4/1/2003,-1.5502,-1.0273,-1.3925,3.5646,2.7494,-2.3234,0.63889,1.5713,-0.9524,0.9736,2.4148,3.038320368,6.370138696,8.970954446,10.76881421
5/1/2003,-3.1523,-0.37862,-1.4746,-2.3144,-0.0989,-0.27297,-1.5439,0.57989,-0.21864,1.1104,2.6383,2.953067621,6.297976785,9.354347194,11.80082311
6/1/2003,-2.4355,-0.39296,-0.95779,-1.9677,-0.76082,-0.62798,-1.2876,0.89954,0.19637,1.892,2.8937,2.788699375,5.850524503,8.420090379,10.34928913
7/1/2003,-0.67722,0.25781,-0.86902,0.83938,-0.9943,-1.3779,-0.31751,1.3293,0.63457,1.7681,2.6663,1.495034211,3.359018172,4.432268541,4.89325013
8/1/2003,0.31584,0.031653,-0.37418,-0.79971,-1.1247,-2.0205,-0.25737,0.32898,0.40298,1.7512,2.1534,1.191681908,1.978154046,2.564065317,2.304701683
9/1/2003,-1.4918,0.32884,-1.2748,0.18929,0.20226,-0.87456,-1.9825,-0.839,0.78571,0.9672,2.2896,0.878269041,1.747049798,2.203952578,2.126934319
10/1/2003,-0.23052,0.27648,-1.1983,0.40448,1.3289,-1.6257,-0.23695,0.19599,0.70122,0.3889,1.6417,0.751083861,1.397814972,1.567294727,1.573897446
11/1/2003,0.032446,0.70103,-1.1228,0.48239,0.20769,-0.84003,-0.049277,0.72335,0.67282,0.3335,1.4976,1.127339276,2.243441635,2.881276912,3.071818285
12/1/2003,-0.43831,0.32079,-0.7251,-2.0492,-0.46388,-1.3976,-1.0386,-0.17181,0.81286,0.9735,1.7432,0.729866015,1.215250762,1.518266023,1.460098865
